Designator,Mid X,Mid Y,Rotation,Layer
C1,62.7,-139.7,90.0,top
C2,60.0,-141.2,180.0,top
D1,64.2625,-135.3,270.0,top
J2,75.0,-146.3,180.0,top
J3,87.75,-146.3,180.0,top
J4,62.25,-146.3,180.0,top
K1,71.5,-118.93,0.0,top
MOV1,89.0,-116.5,0.0,top
Q1,67.3625,-135.2,90.0,top
R1,70.1,-140.0,270.0,top
R2,69.8625,-134.8,270.0,top
R3,78.6,-142.0,180.0,top
R4,78.6,-140.5,180.0,top
U2,65.5625,-139.5,0.0,top
U3,73.2,-137.6875,90.0,top
